Braided Composite Yarn + Matrix Properties
E1f, E2f, E3f, G12f, G13f, G23f, nu12f, nu13f, nu23f, Em, Gm, num

147.0, 10.3, 10.3, 7.0, 7.0, 5.0, 0.27, 0.27, 0.3, 3.7, 1.37, 0.35 
