Braided Composite Yarn + Matrix Properties
E1f, E2f, E3f, G12f, G13f, G23f, nu12f, nu13f, nu23f, Em, Gm, num

79.7, 5.9, 5.9, 1.5, 1.5, 2.0, 0.3, 0.3, 0.475, 3.5, 1.3, 0.3 
