Braided Composite Yarn + Matrix Properties
E1f, E2f, E3f, G12f, G13f, G23f, nu12f, nu13f, nu23f, Em, Gm, num

45, 11.0, 11.0, 4.5, 4.5, 3.0, 0.29, 0.29, 0.3, 4.3, 1.6, 0.35 
